X,Nrep,rest,interval_duration,profil,PAM,rest_power,duration,PC,DR,power_cogganTSS,percent_power_max,percent_PAM,cumul_time
1...2776,11,120,270,pursuiter,416.548283671423,208.274141835712,4170,258.955440700423,1,281.242278368774,66.82966801945379,67.51732977745755,2970
1...2777,12,120,270,pursuiter,416.548283671423,208.274141835712,4560,254.79540643674,1,276.775446802582,65.76824556050185,66.44498552799341,3240
1...2778,13,120,270,pursuiter,416.548283671423,208.274141835712,4950,250.990586113253,1,272.674360136872,64.79373254639154,65.46044500136746,3510
1...2779,14,120,270,pursuiter,416.548283671423,208.274141835712,5340,247.484745368789,1,268.883357758397,63.89290272847119,64.55034585390216,3780
1...2780,2,150,270,pursuiter,416.548283671423,208.274141835712,690,352.321131228682,1,375.955821340371,89.33579572703275,90.25504031050775,540
1...2781,3,150,270,pursuiter,416.548283671423,208.274141835712,1110,324.524229290453,1,351.962700988723,83.634475580035,84.4950549037322,810
1...2782,4,150,270,pursuiter,416.548283671423,208.274141835712,1530,307.547151275681,1,335.925105979902,79.82357219635315,80.64493820958405,1080
1...2783,5,150,270,pursuiter,416.548283671423,208.274141835712,1950,295.321637091971,1,323.810617877084,76.9448897207569,77.7366347600915,1350
1...2784,6,150,270,pursuiter,416.548283671423,208.274141835712,2370,285.761542668639,1,314.05502075833,74.6267342835328,75.3946260419739,1620
1...2785,7,150,270,pursuiter,416.548283671423,208.274141835712,2790,277.907375639755,1,305.880400630678,72.68425553359255,73.43215963697482,1890
1...2786,8,150,270,pursuiter,416.548283671423,208.274141835712,3210,271.239217889485,1,298.841479623245,71.01164515342384,71.74233848457621,2160
1...2787,9,150,270,pursuiter,416.548283671423,208.274141835712,3630,265.443797386657,1,292.658867825481,69.54251364043009,70.25808994962345,2430
1...2788,10,150,270,pursuiter,416.548283671423,208.274141835712,4050,260.317744539275,1,287.145463947501,68.23240140211492,68.93449696074224,2700
1...2789,11,150,270,pursuiter,416.548283671423,208.274141835712,4470,255.721527840468,1,282.169706232074,67.05004632308516,67.73997572263484,2970
1...2790,12,150,270,pursuiter,416.548283671423,208.274141835712,4890,251.555239165242,1,277.635503854843,65.97261500173155,66.65145788329411,3240
1...2791,13,150,270,pursuiter,416.548283671423,208.274141835712,5310,247.744870320534,1,273.470502251061,64.98291432054071,65.65157341202178,3510
1...2792,2,180,270,pursuiter,416.548283671423,208.274141835712,720,349.658309496069,1,377.031182666951,89.59132644194918,90.5132003771156,540
1...2793,3,180,270,pursuiter,416.548283671423,208.274141835712,1170,321.661666000523,1,353.277895939202,83.94699630924815,84.81079139864389,810
1...2794,4,180,270,pursuiter,416.548283671423,208.274141835712,1620,304.626670797872,1,337.251269185022,80.138699236469,80.96330783373215,1080
1...2795,5,180,270,pursuiter,416.548283671423,208.274141835712,2070,292.372380936572,1,325.081478388734,77.2468755622357,78.04172796572153,1350
1...2796,6,180,270,pursuiter,416.548283671423,208.274141835712,2520,282.793739499721,1,315.249842217835,74.91065148810237,75.68146468861863,1620
1...2797,7,180,270,pursuiter,416.548283671423,208.274141835712,2970,274.925937858209,1,306.993984879523,72.94886889860169,73.69949581203474,1890
1...2798,8,180,270,pursuiter,416.548283671423,208.274141835712,3420,268.247013470826,1,299.874513197363,71.25711781568386,71.9903370035025,2160
1...2799,9,180,270,pursuiter,416.548283671423,208.274141835712,3870,262.442720614199,1,293.614319366194,69.76955101775783,70.48746348881842,2430
1...2800,10,180,270,pursuiter,416.548283671423,208.274141835712,4320,257.309150467897,1,288.027108516043,68.4419005363438,69.14615179239134,2700
1...2801,11,180,270,pursuiter,416.548283671423,208.274141835712,4770,252.706439073207,1,282.981488865857,67.24294464631855,67.93485892480001,2970
1...2802,12,180,270,pursuiter,416.548283671423,208.274141835712,5220,248.534456916398,1,278.3812621289,66.14982441052692,66.83049073573656,3240
1...2803,2,210,270,pursuiter,416.548283671423,208.274141835712,750,347.141830855882,1,378.071464441499,89.83852144421898,90.76293895853024,540
1...2804,3,210,270,pursuiter,416.548283671423,208.274141835712,1230,318.973116938061,1,354.522069861102,84.24264079997444,85.10947800249544,810
1...2805,4,210,270,pursuiter,416.548283671423,208.274141835712,1710,301.887884315665,1,338.488782406371,80.43276099074049,81.26039541513846,1080
1...2806,5,210,270,pursuiter,416.548283671423,208.274141835712,2190,289.608095191044,1,326.255014218014,77.52573480891297,78.32345660926234,1350
1...2807,6,210,270,pursuiter,416.548283671423,208.274141835712,2670,280.012751448147,1,316.343144951163,75.17044549609028,75.94393191659321,1620
1...2808,7,210,270,pursuiter,416.548283671423,208.274141835712,3150,272.132556020068,1,308.004265458099,73.18893492304275,73.94203206009497,1890
1...2809,8,210,270,pursuiter,416.548283671423,208.274141835712,3630,265.443797386657,1,300.803830368955,71.4779450626486,72.21343651153578,2160
